COMMENT,kmp_n_64_min_2_max_128_run_ff_012_210
SORT_BY,64
128,64
127,64
126,64
125,64
124,64
123,64
122,64
121,64
120,64
119,64
118,64
117,64
116,64
115,64
114,64
113,64
112,64
111,64
110,64
109,64
108,64
107,64
106,64
105,64
104,64
103,64
102,64
101,64
100,64
99,64
98,64
97,64
96,64
95,64
94,64
93,64
92,64
91,64
90,64
89,64
88,64
87,64
86,64
85,64
84,64
83,64
82,64
81,64
80,64
79,64
78,64
77,64
76,64
75,64
74,64
73,64
72,64
71,64
70,64
69,64
68,64
67,64
66,64
65,64
64,64
63,64
62,64
61,64
60,64
59,64
58,64
57,64
56,64
55,64
54,64
53,64
52,64
51,64
50,64
49,64
48,64
47,64
46,64
45,64
44,64
43,64
42,64
41,64
40,64
39,64
38,64
37,64
36,64
35,64
34,64
33,64
32,64
31,64
30,64
29,64
28,64
27,64
26,64
25,64
24,64
23,64
22,64
21,64
20,64
19,64
18,64
17,64
16,64
15,64
14,64
13,64
12,64
11,64
10,64
9,64
8,64
7,64
6,64
5,64
4,64
3,64
2,64
1,64
