COMMENT,kmp_n_61_min_2_max_122_run_ff_000111_111000
SORT_BY,61
122,61
121,61
120,61
119,61
118,61
117,61
116,61
115,61
114,61
113,61
112,61
111,61
110,61
109,61
108,61
107,61
106,61
105,61
104,61
103,61
102,61
101,61
100,61
99,61
98,61
97,61
96,61
95,61
94,61
93,61
92,61
91,61
90,61
89,61
88,61
87,61
86,61
85,61
84,61
83,61
82,61
81,61
80,61
79,61
78,61
77,61
76,61
75,61
74,61
73,61
72,61
71,61
70,61
69,61
68,61
67,61
66,61
65,61
64,61
63,61
62,61
61,61
60,61
59,61
58,61
57,61
56,61
55,61
54,61
53,61
52,61
51,61
50,61
49,61
48,61
47,61
46,61
45,61
44,61
43,61
42,61
41,61
40,61
39,61
38,61
37,61
36,61
35,61
34,61
33,61
32,61
31,61
30,61
29,62
28,63
27,64
26,65
25,66
24,67
23,68
22,69
21,70
20,71
19,72
18,73
17,74
16,75
15,76
14,79
13,82
12,85
11,88
10,91
9,97
8,103
7,111
6,121
5,136
4,159
3,196
2,271
1,496
