COMMENT,kmp_n_65_min_2_max_130_run_ff_001122_221100
SORT_BY,65
130,70
129,70
128,70
127,70
126,70
125,70
124,70
123,70
122,70
121,70
120,70
119,70
118,70
117,70
116,70
115,70
114,70
113,70
112,70
111,70
110,70
109,70
108,70
107,70
106,70
105,70
104,70
103,70
102,70
101,70
100,70
99,70
98,70
97,70
96,70
95,70
94,70
93,70
92,70
91,70
90,70
89,70
88,70
87,70
86,70
85,70
84,70
83,70
82,70
81,70
80,70
79,70
78,70
77,70
76,70
75,70
74,70
73,70
72,70
71,70
70,70
69,70
68,70
67,70
66,70
65,70
64,70
63,70
62,70
61,72
60,73
59,73
58,74
57,74
56,74
55,74
54,74
53,74
52,74
51,74
50,74
49,74
48,74
47,74
46,74
45,74
44,74
43,74
42,74
41,74
40,74
39,74
38,74
37,74
36,74
35,74
34,74
33,74
32,74
31,74
30,74
29,74
28,74
27,74
26,74
25,74
24,74
23,74
22,74
21,74
20,74
19,74
18,74
17,74
16,74
15,74
14,74
13,74
12,74
11,74
10,74
9,74
8,74
7,74
6,74
5,75
4,76
3,78
2,82
1,95
