COMMENT,kmp_n_82_min_2_max_164_run_ff_001122_221100
SORT_BY,82
164,84
163,84
162,84
161,84
160,84
159,84
158,84
157,84
156,84
155,84
154,84
153,84
152,84
151,84
150,84
149,84
148,84
147,84
146,84
145,84
144,84
143,84
142,84
141,84
140,84
139,84
138,84
137,84
136,84
135,84
134,84
133,84
132,84
131,84
130,84
129,84
128,84
127,84
126,84
125,84
124,84
123,84
122,84
121,84
120,84
119,84
118,84
117,84
116,84
115,84
114,84
113,84
112,84
111,84
110,84
109,84
108,84
107,84
106,84
105,84
104,84
103,84
102,84
101,84
100,84
99,84
98,84
97,84
96,84
95,84
94,84
93,84
92,84
91,84
90,84
89,84
88,84
87,84
86,84
85,84
84,84
83,84
82,84
81,84
80,84
79,84
78,84
77,84
76,84
75,84
74,84
73,85
72,85
71,85
70,85
69,85
68,85
67,85
66,85
65,85
64,85
63,85
62,85
61,85
60,85
59,85
58,85
57,85
56,85
55,85
54,85
53,85
52,85
51,85
50,85
49,85
48,85
47,85
46,85
45,85
44,85
43,85
42,85
41,85
40,85
39,85
38,85
37,85
36,85
35,85
34,85
33,85
32,85
31,85
30,85
29,85
28,85
27,85
26,85
25,85
24,85
23,85
22,85
21,85
20,85
19,85
18,85
17,85
16,85
15,85
14,85
13,85
12,85
11,85
10,85
9,85
8,85
7,86
6,87
5,88
4,89
3,92
2,97
1,113
