COMMENT,kmp_n_44_min_2_max_88_run_ff_001122_221100
SORT_BY,44
88,48
87,48
86,48
85,48
84,48
83,48
82,48
81,48
80,48
79,48
78,48
77,48
76,48
75,48
74,48
73,48
72,48
71,48
70,48
69,48
68,48
67,48
66,48
65,48
64,48
63,48
62,48
61,48
60,48
59,48
58,48
57,48
56,48
55,48
54,48
53,48
52,48
51,48
50,48
49,48
48,48
47,48
46,48
45,48
44,48
43,48
42,48
41,50
40,50
39,51
38,51
37,51
36,51
35,51
34,51
33,51
32,51
31,51
30,51
29,51
28,51
27,51
26,51
25,51
24,51
23,51
22,51
21,51
20,51
19,51
18,51
17,51
16,51
15,51
14,51
13,51
12,51
11,51
10,51
9,51
8,51
7,51
6,51
5,51
4,51
3,52
2,54
1,60
