COMMENT,kmp_n_56_min_2_max_112_run_ff_001122_221100
SORT_BY,56
112,56
111,56
110,56
109,56
108,56
107,56
106,56
105,56
104,56
103,56
102,56
101,56
100,56
99,56
98,56
97,56
96,56
95,56
94,56
93,56
92,56
91,56
90,56
89,56
88,56
87,56
86,56
85,56
84,56
83,56
82,56
81,56
80,56
79,56
78,56
77,56
76,56
75,56
74,56
73,56
72,56
71,56
70,56
69,56
68,56
67,56
66,56
65,56
64,56
63,56
62,56
61,56
60,56
59,56
58,56
57,56
56,56
55,56
54,56
53,56
52,56
51,56
50,56
49,56
48,56
47,56
46,56
45,56
44,56
43,56
42,56
41,56
40,56
39,56
38,56
37,56
36,56
35,56
34,56
33,56
32,56
31,56
30,56
29,56
28,56
27,56
26,56
25,56
24,56
23,56
22,56
21,56
20,56
19,56
18,56
17,56
16,56
15,56
14,56
13,56
12,56
11,56
10,56
9,56
8,56
7,56
6,56
5,56
4,57
3,58
2,60
1,66
