COMMENT,kmp_n_61_min_2_max_122_run_ff_000_111
SORT_BY,61
122,121
121,121
120,121
119,121
118,121
117,121
116,121
115,121
114,121
113,121
112,121
111,121
110,121
109,121
108,121
107,121
106,121
105,121
104,121
103,121
102,121
101,121
100,121
99,121
98,121
97,121
96,121
95,121
94,121
93,121
92,121
91,121
90,121
89,121
88,121
87,121
86,121
85,121
84,121
83,121
82,121
81,121
80,121
79,121
78,121
77,121
76,121
75,121
74,121
73,121
72,121
71,121
70,121
69,121
68,121
67,121
66,121
65,121
64,121
63,121
62,121
61,121
60,121
59,122
58,123
57,124
56,125
55,126
54,127
53,128
52,129
51,130
50,131
49,132
48,133
47,134
46,135
45,136
44,137
43,138
42,139
41,140
40,141
39,142
38,143
37,144
36,145
35,146
34,147
33,148
32,149
31,150
30,151
29,154
28,157
27,160
26,163
25,166
24,169
23,172
22,175
21,178
20,181
19,187
18,193
17,199
16,205
15,211
14,221
13,231
12,241
11,256
10,271
9,292
8,317
7,349
6,391
5,451
4,541
3,691
2,991
1,1891
