COMMENT,kmp_n_77_min_2_max_154_run_ff_anb
SORT_BY,77
154,77
153,77
152,77
151,77
150,77
149,77
148,77
147,77
146,77
145,77
144,77
143,77
142,77
141,77
140,77
139,77
138,77
137,77
136,77
135,77
134,77
133,77
132,77
131,77
130,77
129,77
128,77
127,77
126,77
125,77
124,77
123,77
122,77
121,77
120,77
119,77
118,77
117,77
116,77
115,77
114,77
113,77
112,77
111,77
110,77
109,77
108,77
107,77
106,77
105,77
104,77
103,77
102,77
101,77
100,77
99,77
98,77
97,77
96,77
95,77
94,77
93,77
92,77
91,77
90,77
89,77
88,77
87,77
86,77
85,77
84,77
83,77
82,77
81,77
80,77
79,77
78,77
77,77
76,77
75,77
74,77
73,77
72,77
71,77
70,77
69,77
68,77
67,77
66,77
65,77
64,77
63,77
62,77
61,77
60,77
59,77
58,77
57,77
56,77
55,77
54,77
53,77
52,77
51,77
50,77
49,77
48,77
47,77
46,77
45,77
44,77
43,77
42,77
41,77
40,77
39,77
38,77
37,77
36,77
35,77
34,77
33,77
32,77
31,77
30,77
29,77
28,77
27,77
26,77
25,77
24,77
23,77
22,77
21,77
20,77
19,77
18,77
17,77
16,77
15,77
14,77
13,77
12,77
11,77
10,77
9,77
8,77
7,77
6,77
5,77
4,77
3,77
2,77
1,77
