COMMENT,kmp_n_47_min_2_max_94_run_ff_001122_112200
SORT_BY,47
94,47
93,47
92,47
91,47
90,47
89,47
88,47
87,47
86,47
85,47
84,47
83,47
82,47
81,47
80,47
79,47
78,47
77,47
76,47
75,47
74,47
73,47
72,47
71,47
70,47
69,47
68,47
67,47
66,47
65,47
64,47
63,47
62,47
61,47
60,47
59,47
58,47
57,47
56,47
55,47
54,47
53,47
52,47
51,47
50,47
49,47
48,47
47,47
46,47
45,47
44,47
43,48
42,49
41,50
40,51
39,51
38,51
37,51
36,51
35,51
34,51
33,51
32,51
31,51
30,51
29,51
28,51
27,51
26,51
25,51
24,51
23,51
22,51
21,51
20,51
19,51
18,51
17,51
16,51
15,51
14,51
13,51
12,51
11,51
10,51
9,51
8,51
7,51
6,51
5,51
4,51
3,52
2,53
1,61
