COMMENT,kmp_n_63_min_2_max_126_run_ff_001122_221100
SORT_BY,63
126,66
125,66
124,66
123,66
122,66
121,66
120,66
119,66
118,66
117,66
116,66
115,66
114,66
113,66
112,66
111,66
110,66
109,66
108,66
107,66
106,66
105,66
104,66
103,66
102,66
101,66
100,66
99,66
98,66
97,66
96,66
95,66
94,66
93,66
92,66
91,66
90,66
89,66
88,66
87,66
86,66
85,66
84,66
83,66
82,66
81,66
80,66
79,66
78,66
77,66
76,66
75,66
74,66
73,66
72,66
71,66
70,66
69,66
68,66
67,66
66,66
65,66
64,66
63,66
62,66
61,66
60,66
59,66
58,66
57,67
56,68
55,68
54,68
53,68
52,68
51,68
50,68
49,68
48,68
47,68
46,68
45,68
44,68
43,68
42,68
41,68
40,68
39,68
38,68
37,68
36,68
35,68
34,68
33,68
32,68
31,68
30,68
29,68
28,68
27,68
26,68
25,68
24,68
23,68
22,68
21,68
20,68
19,68
18,68
17,68
16,68
15,68
14,68
13,68
12,68
11,68
10,68
9,68
8,68
7,68
6,68
5,69
4,70
3,71
2,74
1,84
