COMMENT,kmp_n_88_min_2_max_176_run_ff_000111_111000
SORT_BY,88
176,88
175,88
174,88
173,88
172,88
171,88
170,88
169,88
168,88
167,88
166,88
165,88
164,88
163,88
162,88
161,88
160,88
159,88
158,88
157,88
156,88
155,88
154,88
153,88
152,88
151,88
150,88
149,88
148,88
147,88
146,88
145,88
144,88
143,88
142,88
141,88
140,88
139,88
138,88
137,88
136,88
135,88
134,88
133,88
132,88
131,88
130,88
129,88
128,88
127,88
126,88
125,88
124,88
123,88
122,88
121,88
120,88
119,88
118,88
117,88
116,88
115,88
114,88
113,88
112,88
111,88
110,88
109,88
108,88
107,88
106,88
105,88
104,88
103,88
102,88
101,88
100,88
99,88
98,88
97,88
96,88
95,88
94,88
93,88
92,88
91,88
90,88
89,88
88,88
87,88
86,88
85,88
84,88
83,88
82,88
81,88
80,88
79,88
78,88
77,88
76,88
75,88
74,88
73,88
72,88
71,88
70,88
69,88
68,88
67,88
66,88
65,88
64,88
63,88
62,88
61,88
60,88
59,88
58,88
57,88
56,88
55,88
54,88
53,88
52,88
51,88
50,88
49,88
48,88
47,88
46,88
45,88
44,88
43,89
42,90
41,91
40,92
39,93
38,94
37,95
36,96
35,97
34,98
33,99
32,100
31,101
30,102
29,103
28,104
27,105
26,106
25,107
24,108
23,109
22,110
21,113
20,116
19,119
18,122
17,125
16,128
15,131
14,136
13,142
12,148
11,154
10,164
9,174
8,188
7,205
6,228
5,260
4,308
3,389
2,550
1,1034
