COMMENT,kmp_n_43_min_2_max_86_run_ff_001122_112200
SORT_BY,43
86,46
85,46
84,46
83,46
82,46
81,46
80,46
79,46
78,46
77,46
76,46
75,46
74,46
73,46
72,46
71,46
70,46
69,46
68,46
67,46
66,46
65,46
64,46
63,46
62,46
61,46
60,46
59,46
58,46
57,46
56,46
55,46
54,46
53,46
52,46
51,46
50,46
49,46
48,46
47,46
46,46
45,46
44,46
43,46
42,46
41,46
40,46
39,47
38,48
37,48
36,48
35,48
34,48
33,48
32,48
31,48
30,48
29,48
28,48
27,48
26,48
25,48
24,48
23,48
22,48
21,48
20,48
19,48
18,48
17,48
16,48
15,48
14,48
13,48
12,48
11,48
10,48
9,48
8,48
7,48
6,48
5,48
4,48
3,49
2,50
1,55
