COMMENT,kmp_n_70_min_2_max_140_run_ff_000111_111000
SORT_BY,70
140,70
139,70
138,70
137,70
136,70
135,70
134,70
133,70
132,70
131,70
130,70
129,70
128,70
127,70
126,70
125,70
124,70
123,70
122,70
121,70
120,70
119,70
118,70
117,70
116,70
115,70
114,70
113,70
112,70
111,70
110,70
109,70
108,70
107,70
106,70
105,70
104,70
103,70
102,70
101,70
100,70
99,70
98,70
97,70
96,70
95,70
94,70
93,70
92,70
91,70
90,70
89,70
88,70
87,70
86,70
85,70
84,70
83,70
82,70
81,70
80,70
79,70
78,70
77,70
76,70
75,70
74,70
73,70
72,70
71,70
70,70
69,70
68,70
67,70
66,70
65,70
64,70
63,70
62,70
61,70
60,70
59,70
58,70
57,70
56,70
55,70
54,70
53,70
52,70
51,70
50,70
49,70
48,70
47,70
46,70
45,70
44,70
43,70
42,70
41,70
40,70
39,70
38,70
37,70
36,70
35,70
34,71
33,72
32,73
31,74
30,75
29,76
28,77
27,78
26,79
25,80
24,81
23,82
22,83
21,84
20,85
19,86
18,87
17,89
16,92
15,95
14,98
13,101
12,104
11,109
10,115
9,121
8,130
7,140
6,155
5,175
4,206
3,257
2,359
1,665
