COMMENT,kmp_n_41_min_2_max_82_run_ff_000111_111000
SORT_BY,41
82,41
81,41
80,41
79,41
78,41
77,41
76,41
75,41
74,41
73,41
72,41
71,41
70,41
69,41
68,41
67,41
66,41
65,41
64,41
63,41
62,41
61,41
60,41
59,41
58,41
57,41
56,41
55,41
54,41
53,41
52,41
51,41
50,41
49,41
48,41
47,41
46,41
45,41
44,41
43,41
42,41
41,41
40,41
39,41
38,41
37,41
36,41
35,41
34,41
33,41
32,41
31,41
30,41
29,41
28,41
27,41
26,41
25,41
24,41
23,41
22,41
21,41
20,41
19,42
18,43
17,44
16,45
15,46
14,47
13,48
12,49
11,50
10,51
9,54
8,57
7,60
6,65
5,71
4,81
3,98
2,131
1,231
