COMMENT,kmp_n_93_min_2_max_186_run_ff_001122_221100
SORT_BY,93
186,96
185,96
184,96
183,96
182,96
181,96
180,96
179,96
178,96
177,96
176,96
175,96
174,96
173,96
172,96
171,96
170,96
169,96
168,96
167,96
166,96
165,96
164,96
163,96
162,96
161,96
160,96
159,96
158,96
157,96
156,96
155,96
154,96
153,96
152,96
151,96
150,96
149,96
148,96
147,96
146,96
145,96
144,96
143,96
142,96
141,96
140,96
139,96
138,96
137,96
136,96
135,96
134,96
133,96
132,96
131,96
130,96
129,96
128,96
127,96
126,96
125,96
124,96
123,96
122,96
121,96
120,96
119,96
118,96
117,96
116,96
115,96
114,96
113,96
112,96
111,96
110,96
109,96
108,96
107,96
106,96
105,96
104,96
103,96
102,96
101,96
100,96
99,96
98,96
97,96
96,96
95,96
94,96
93,96
92,96
91,96
90,96
89,96
88,96
87,96
86,96
85,96
84,97
83,98
82,98
81,98
80,98
79,98
78,98
77,98
76,98
75,98
74,98
73,98
72,98
71,98
70,98
69,98
68,98
67,98
66,98
65,98
64,98
63,98
62,98
61,98
60,98
59,98
58,98
57,98
56,98
55,98
54,98
53,98
52,98
51,98
50,98
49,98
48,98
47,98
46,98
45,98
44,98
43,98
42,98
41,98
40,98
39,98
38,98
37,98
36,98
35,98
34,98
33,98
32,98
31,98
30,98
29,98
28,98
27,98
26,98
25,98
24,98
23,98
22,98
21,98
20,98
19,98
18,98
17,98
16,98
15,98
14,98
13,98
12,98
11,98
10,98
9,98
8,99
7,100
6,101
5,102
4,104
3,107
2,114
1,135
