COMMENT,kmp_n_84_min_2_max_168_run_ff_012_210
SORT_BY,84
168,84
167,84
166,84
165,84
164,84
163,84
162,84
161,84
160,84
159,84
158,84
157,84
156,84
155,84
154,84
153,84
152,84
151,84
150,84
149,84
148,84
147,84
146,84
145,84
144,84
143,84
142,84
141,84
140,84
139,84
138,84
137,84
136,84
135,84
134,84
133,84
132,84
131,84
130,84
129,84
128,84
127,84
126,84
125,84
124,84
123,84
122,84
121,84
120,84
119,84
118,84
117,84
116,84
115,84
114,84
113,84
112,84
111,84
110,84
109,84
108,84
107,84
106,84
105,84
104,84
103,84
102,84
101,84
100,84
99,84
98,84
97,84
96,84
95,84
94,84
93,84
92,84
91,84
90,84
89,84
88,84
87,84
86,84
85,84
84,84
83,84
82,84
81,84
80,84
79,84
78,84
77,84
76,84
75,84
74,84
73,84
72,84
71,84
70,84
69,84
68,84
67,84
66,84
65,84
64,84
63,84
62,84
61,84
60,84
59,84
58,84
57,84
56,84
55,84
54,84
53,84
52,84
51,84
50,84
49,84
48,84
47,84
46,84
45,84
44,84
43,84
42,84
41,84
40,84
39,84
38,84
37,84
36,84
35,84
34,84
33,84
32,84
31,84
30,84
29,84
28,84
27,84
26,84
25,84
24,84
23,84
22,84
21,84
20,84
19,84
18,84
17,84
16,84
15,84
14,84
13,84
12,84
11,84
10,84
9,84
8,84
7,84
6,84
5,84
4,84
3,84
2,84
1,84
