COMMENT,kmp_n_74_min_2_max_148_run_ff_001122_112200
SORT_BY,74
148,78
147,78
146,78
145,78
144,78
143,78
142,78
141,78
140,78
139,78
138,78
137,78
136,78
135,78
134,78
133,78
132,78
131,78
130,78
129,78
128,78
127,78
126,78
125,78
124,78
123,78
122,78
121,78
120,78
119,78
118,78
117,78
116,78
115,78
114,78
113,78
112,78
111,78
110,78
109,78
108,78
107,78
106,78
105,78
104,78
103,78
102,78
101,78
100,78
99,78
98,78
97,78
96,78
95,78
94,78
93,78
92,78
91,78
90,78
89,78
88,78
87,78
86,78
85,78
84,78
83,78
82,78
81,78
80,78
79,78
78,78
77,78
76,78
75,78
74,78
73,78
72,78
71,78
70,78
69,78
68,80
67,80
66,81
65,81
64,81
63,81
62,81
61,81
60,81
59,81
58,81
57,81
56,81
55,81
54,81
53,81
52,81
51,81
50,81
49,81
48,81
47,81
46,81
45,81
44,81
43,81
42,81
41,81
40,81
39,81
38,81
37,81
36,81
35,81
34,81
33,81
32,81
31,81
30,81
29,81
28,81
27,81
26,81
25,81
24,81
23,81
22,81
21,81
20,81
19,81
18,81
17,81
16,81
15,81
14,81
13,81
12,81
11,81
10,81
9,81
8,81
7,81
6,82
5,83
4,84
3,86
2,91
1,105
